property_id,title,property_type,location,city,price_etb,bedrooms,bathrooms,parking_spaces,area_m2,agent_id,listing_status,verification_status,is_sample,source_type,source_url,image_url,description
DEMO-011,3 Bedroom Apartment,Apartment,Bole Edna Mall,Addis Ababa,29000000.0,3.0,3.0,1.0,193.0,agent_demo_01,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 3 Bedroom Apartment in Bole Edna Mall, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-012,2 Bedroom Apartment,Apartment,Kasanchis near ECA,Addis Ababa,25000000.0,2.0,2.0,1.0,103.0,agent_demo_02,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 2 Bedroom Apartment in Kasanchis near ECA, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-013,5 Bedroom G+3 House,House,Lebu Haile Garment,Addis Ababa,21000000.0,5.0,5.0,2.0,300.0,agent_demo_03,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 5 Bedroom G+3 House in Lebu Haile Garment, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-014,G+2 + Basement House,House,Summit by Cambridge,Addis Ababa,35000000.0,6.0,4.0,3.0,400.0,agent_demo_04,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. G+2 + Basement House in Summit by Cambridge, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-015,Villa House,Villa,Sarbet,Addis Ababa,70000000.0,4.0,2.0,3.0,376.0,agent_demo_05,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Villa House in Sarbet, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-016,Villa,Villa,22 Area,Addis Ababa,60000000.0,3.0,1.0,3.0,400.0,agent_demo_06,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Villa in 22 Area, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-017,Villa,Villa,Wossen,Addis Ababa,45000000.0,5.0,3.0,3.0,520.0,agent_demo_07,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Villa in Wossen, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-018,Villa,Villa,Kotebe,Addis Ababa,38000000.0,4.0,3.0,2.0,375.0,agent_demo_08,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Villa in Kotebe, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-019,Office Building,Commercial,Megenagna,Addis Ababa,90000000.0,,,8.0,284.0,agent_demo_09,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Office Building in Megenagna, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-020,Building for Sale,Commercial,Megenagna,Addis Ababa,,,,5.0,650.0,agent_demo_10,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Building for Sale in Megenagna, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-021,Prime Residential Land,Land,Wossen,Addis Ababa,,,,,560.0,agent_demo_01,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Prime Residential Land in Wossen, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-022,Residential Land,Land,Laga Tafo Abakiros,Addis Ababa,,,,,,agent_demo_02,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in Laga Tafo Abakiros, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-023,Prime Land,Land,Megenagna Kebena Bella,Addis Ababa,,,,,451.0,agent_demo_03,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Prime Land in Megenagna Kebena Bella, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-024,Residential Land,Land,Lebu,Addis Ababa,45000000.0,,,,450.0,agent_demo_04,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in Lebu, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-025,Residential Land,Land,Ayat,Addis Ababa,14500000.0,,,,215.0,agent_demo_05,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in Ayat, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-026,Residential Land,Land,22 Area,Addis Ababa,20000000.0,,,,228.0,agent_demo_06,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in 22 Area, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-027,Residential Land,Land,Bole,Addis Ababa,22000000.0,,,,198.0,agent_demo_07,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in Bole, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-028,Mixed-use Land,Land,Addisu Gebeya,Addis Ababa,30000000.0,,,,400.0,agent_demo_08,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Mixed-use Land in Addisu Gebeya, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-029,Large Land Parcel,Land,CMC,Addis Ababa,150000000.0,,,,1472.0,agent_demo_09,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Large Land Parcel in CMC, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-030,Residential Land,Land,Bole Medhanialem,Addis Ababa,120000000.0,,,,500.0,agent_demo_10,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in Bole Medhanialem, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-031,Residential Land,Land,Bole Imperial,Addis Ababa,41000000.0,,,,307.0,agent_demo_01,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in Bole Imperial, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-032,Residential Land,Land,Abinet,Addis Ababa,23000000.0,,,,320.0,agent_demo_02,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in Abinet, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-033,Large Residential Land,Land,Ferensay,Addis Ababa,85000000.0,,,,1600.0,agent_demo_03,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Large Residential Land in Ferensay, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-034,Residential Land,Land,Kolfe Keranyo,Addis Ababa,18000000.0,,,,449.0,agent_demo_04,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in Kolfe Keranyo, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-035,Residential Land,Land,Gofa,Addis Ababa,32000000.0,,,,392.0,agent_demo_05,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Residential Land in Gofa, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-036,New Development 1 Bedroom,Apartment,Bole Medhanialem,Addis Ababa,18400000.0,1.0,1.0,1.0,92.0,agent_demo_06,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. New Development 1 Bedroom in Bole Medhanialem, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-037,3 Bedroom Apartment,Apartment,Lebu,Addis Ababa,15000000.0,3.0,2.0,1.0,108.0,agent_demo_07,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 3 Bedroom Apartment in Lebu, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-038,3 Bedroom Condominium,Apartment,Ayat,Addis Ababa,5500000.0,3.0,1.0,1.0,107.0,agent_demo_08,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 3 Bedroom Condominium in Ayat, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-039,3 Bedroom Apartment,Apartment,CMC,Addis Ababa,22500000.0,3.0,2.0,1.0,144.0,agent_demo_09,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 3 Bedroom Apartment in CMC, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-040,4 Bedroom Apartment,Apartment,Bole Bulbula,Addis Ababa,82000000.0,4.0,3.0,2.0,,agent_demo_10,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 4 Bedroom Apartment in Bole Bulbula, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-041,2 Bedroom Apartment,Apartment,Summit,Addis Ababa,20000000.0,2.0,2.0,1.0,,agent_demo_01,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 2 Bedroom Apartment in Summit, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-042,Villa,Villa,Ayat,Addis Ababa,20000000.0,4.0,3.0,2.0,175.0,agent_demo_02,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Villa in Ayat, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-043,Furnished 3 Bedroom Apartment,Apartment,Shola,Addis Ababa,20000000.0,3.0,2.0,1.0,,agent_demo_03,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Furnished 3 Bedroom Apartment in Shola, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-044,Modern 3 Bedroom Apartment,Apartment,CMC,Addis Ababa,16000000.0,3.0,2.0,1.0,,agent_demo_04,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. Modern 3 Bedroom Apartment in CMC, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-045,3 Bedroom New Development,Apartment,Bole,Addis Ababa,,3.0,3.0,1.0,,agent_demo_05,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 3 Bedroom New Development in Bole, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-046,2 Bedroom New Development,Apartment,Bole,Addis Ababa,,2.0,2.0,1.0,,agent_demo_06,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 2 Bedroom New Development in Bole, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-047,3 Bedroom Apartment,Apartment,Gerji Imperial,Addis Ababa,7500000.0,3.0,1.0,1.0,,agent_demo_07,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 3 Bedroom Apartment in Gerji Imperial, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-048,3 Bedroom Apartment,Apartment,Bole Atlas,Addis Ababa,35000000.0,3.0,3.0,1.0,202.0,agent_demo_08,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 3 Bedroom Apartment in Bole Atlas, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-049,3 Bedroom Apartment,Apartment,Bole Wollo Sefer,Addis Ababa,28000000.0,3.0,2.0,1.0,163.0,agent_demo_09,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 3 Bedroom Apartment in Bole Wollo Sefer, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
DEMO-050,2 Bedroom Apartment,Apartment,Bole Wollo Sefer,Addis Ababa,15000000.0,2.0,2.0,1.0,86.0,agent_demo_10,sample,unverified_demo,True,public-market-reference,https://ethiopiapropertycentre.com/for-sale/addis-ababa,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO LISTING for Medosha testing. 2 Bedroom Apartment in Bole Wollo Sefer, Addis Ababa. This record is sample data inspired by Ethiopian property-market categories and must not be presented as a verified live listing."
