rental_id,title,transaction_type,property_type,location,city,rent_etb_per_month,rent_currency,bedrooms,bathrooms,parking_spaces,area_m2,furnished,serviced,shared,agent_id,listing_status,verification_status,is_sample,location_accuracy,location_source,latitude,longitude,image_url,description
RENT-DEMO-011,3 Bedroom Townhouse for Rent – Lebu,rent,Townhouse,Lebu,Addis Ababa,450000,ETB,3,2,4,320,False,True,False,agent_demo_01,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom townhouse in Lebu, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-012,3 Bedroom Detached Duplex for Rent – Sarbet,rent,Detached Duplex,Sarbet,Addis Ababa,35000,ETB,3,3,5,400,False,False,False,agent_demo_02,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom detached duplex in Sarbet, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-013,Furnished 3 Bedroom Apartment for Rent – Gerji,rent,Apartment,Gerji,Addis Ababa,150000,ETB,3,3,1,55,True,False,False,agent_demo_03,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom apartment in Gerji, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-014,Furnished 3 Bedroom Furnished Apartment for Rent – Shola,rent,Furnished Apartment,Shola,Addis Ababa,220000,ETB,3,3,2,75,True,False,False,agent_demo_04,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom furnished apartment in Shola, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-015,3 Bedroom Condominium for Rent – 22 Area,rent,Condominium,22 Area,Addis Ababa,18000,ETB,3,3,3,86,False,False,False,agent_demo_05,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom condominium in 22 Area, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-016,4 Bedroom Serviced Apartment for Rent – Kirkos,rent,Serviced Apartment,Kirkos,Addis Ababa,22000,ETB,4,4,1,95,False,False,False,agent_demo_06,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom serviced apartment in Kirkos, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-017,Furnished 4 Bedroom Apartment for Rent – Mexico,rent,Apartment,Mexico,Addis Ababa,25000,ETB,4,4,2,108,True,False,False,agent_demo_07,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom apartment in Mexico, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-018,Furnished 5 Bedroom Furnished Apartment for Rent – Lideta,rent,Furnished Apartment,Lideta,Addis Ababa,30000,ETB,5,4,3,120,True,False,False,agent_demo_08,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom furnished apartment in Lideta, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-019,3 Bedroom Townhouse for Rent – Kolfe Keranyo,rent,Townhouse,Kolfe Keranyo,Addis Ababa,150000,ETB,3,2,4,400,False,False,False,agent_demo_09,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom townhouse in Kolfe Keranyo, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-020,3 Bedroom Detached Duplex for Rent – Gofa,rent,Detached Duplex,Gofa,Addis Ababa,200000,ETB,3,3,5,500,False,False,False,agent_demo_10,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom detached duplex in Gofa, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-021,Furnished 3 Bedroom House for Rent – Yeka,rent,House,Yeka,Addis Ababa,300000,ETB,3,2,2,650,True,True,False,agent_demo_01,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom house in Yeka, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-022,Furnished 3 Bedroom Furnished Apartment for Rent – Hayahulet,rent,Furnished Apartment,Hayahulet,Addis Ababa,50000,ETB,3,3,1,190,True,False,False,agent_demo_02,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom furnished apartment in Hayahulet, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-023,3 Bedroom Condominium for Rent – Urael,rent,Condominium,Urael,Addis Ababa,60000,ETB,3,3,2,220,False,False,False,agent_demo_03,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom condominium in Urael, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-024,3 Bedroom Serviced Apartment for Rent – Gotera,rent,Serviced Apartment,Gotera,Addis Ababa,75000,ETB,3,3,3,260,False,False,False,agent_demo_04,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom serviced apartment in Gotera, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-025,Furnished 4 Bedroom House for Rent – Nifas Silk-Lafto,rent,House,Nifas Silk-Lafto,Addis Ababa,55000,ETB,4,3,2,320,True,False,False,agent_demo_05,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom house in Nifas Silk-Lafto, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-026,Furnished 4 Bedroom Furnished Apartment for Rent – Bole,rent,Furnished Apartment,Bole,Addis Ababa,120000,ETB,4,4,2,75,True,False,False,agent_demo_06,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom furnished apartment in Bole, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-027,5 Bedroom Condominium for Rent – Bole Atlas,rent,Condominium,Bole Atlas,Addis Ababa,150000,ETB,5,4,3,86,False,False,False,agent_demo_07,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom condominium in Bole Atlas, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-028,1 Bedroom Serviced Apartment for Rent – Bole Medhanialem,rent,Serviced Apartment,Bole Medhanialem,Addis Ababa,220000,ETB,1,1,1,95,False,False,False,agent_demo_08,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 1-bedroom serviced apartment in Bole Medhanialem, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-029,Furnished 2 Bedroom Apartment for Rent – Bole Wollo Sefer,rent,Apartment,Bole Wollo Sefer,Addis Ababa,18000,ETB,2,2,2,108,True,False,False,agent_demo_09,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom apartment in Bole Wollo Sefer, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-030,Furnished 2 Bedroom Furnished Apartment for Rent – Kazanchis,rent,Furnished Apartment,Kazanchis,Addis Ababa,22000,ETB,2,2,3,120,True,False,False,agent_demo_10,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom furnished apartment in Kazanchis, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-031,3 Bedroom Townhouse for Rent – Old Airport,rent,Townhouse,Old Airport,Addis Ababa,200000,ETB,3,2,4,280,False,True,False,agent_demo_01,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom townhouse in Old Airport, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-032,3 Bedroom Serviced Apartment for Rent – Megenagna,rent,Serviced Apartment,Megenagna,Addis Ababa,30000,ETB,3,3,2,150,False,False,False,agent_demo_02,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom serviced apartment in Megenagna, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-033,Furnished 3 Bedroom Apartment for Rent – CMC,rent,Apartment,CMC,Addis Ababa,35000,ETB,3,3,3,165,True,False,False,agent_demo_03,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom apartment in CMC, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-034,Furnished 4 Bedroom Furnished Apartment for Rent – Summit,rent,Furnished Apartment,Summit,Addis Ababa,40000,ETB,4,4,1,190,True,False,False,agent_demo_04,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom furnished apartment in Summit, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-035,4 Bedroom Townhouse for Rent – Ayat,rent,Townhouse,Ayat,Addis Ababa,45000,ETB,4,3,4,650,False,False,False,agent_demo_05,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom townhouse in Ayat, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-036,5 Bedroom Detached Duplex for Rent – Lebu,rent,Detached Duplex,Lebu,Addis Ababa,55000,ETB,5,5,5,180,False,False,False,agent_demo_06,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom detached duplex in Lebu, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-037,Furnished 3 Bedroom House for Rent – Sarbet,rent,House,Sarbet,Addis Ababa,70000,ETB,3,2,2,220,True,False,False,agent_demo_07,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom house in Sarbet, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-038,Furnished 2 Bedroom Furnished Apartment for Rent – Gerji,rent,Furnished Apartment,Gerji,Addis Ababa,75000,ETB,2,2,2,75,True,False,False,agent_demo_08,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom furnished apartment in Gerji, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-039,2 Bedroom Condominium for Rent – Shola,rent,Condominium,Shola,Addis Ababa,90000,ETB,2,2,3,86,False,False,False,agent_demo_09,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom condominium in Shola, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-040,3 Bedroom Serviced Apartment for Rent – 22 Area,rent,Serviced Apartment,22 Area,Addis Ababa,120000,ETB,3,3,1,95,False,False,False,agent_demo_10,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom serviced apartment in 22 Area, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-041,Furnished 3 Bedroom Apartment for Rent – Kirkos,rent,Apartment,Kirkos,Addis Ababa,150000,ETB,3,3,2,108,True,True,False,agent_demo_01,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom apartment in Kirkos, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-042,Furnished 3 Bedroom Furnished Apartment for Rent – Mexico,rent,Furnished Apartment,Mexico,Addis Ababa,220000,ETB,3,3,3,120,True,False,False,agent_demo_02,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom furnished apartment in Mexico, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-043,4 Bedroom Condominium for Rent – Lideta,rent,Condominium,Lideta,Addis Ababa,18000,ETB,4,4,1,135,False,False,False,agent_demo_03,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom condominium in Lideta, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-044,4 Bedroom Detached Duplex for Rent – Kolfe Keranyo,rent,Detached Duplex,Kolfe Keranyo,Addis Ababa,450000,ETB,4,4,5,220,False,False,False,agent_demo_04,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom detached duplex in Kolfe Keranyo, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-045,Furnished 5 Bedroom House for Rent – Gofa,rent,House,Gofa,Addis Ababa,35000,ETB,5,4,2,280,True,False,False,agent_demo_05,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom house in Gofa, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-046,Furnished 3 Bedroom Villa for Rent – Yeka,rent,Villa,Yeka,Addis Ababa,45000,ETB,3,3,3,320,True,False,False,agent_demo_06,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom villa in Yeka, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-047,2 Bedroom Condominium for Rent – Hayahulet,rent,Condominium,Hayahulet,Addis Ababa,35000,ETB,2,2,2,220,False,False,False,agent_demo_07,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom condominium in Hayahulet, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-048,2 Bedroom Serviced Apartment for Rent – Urael,rent,Serviced Apartment,Urael,Addis Ababa,40000,ETB,2,2,3,260,False,False,False,agent_demo_08,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom serviced apartment in Urael, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-049,Furnished 3 Bedroom Apartment for Rent – Gotera,rent,Apartment,Gotera,Addis Ababa,45000,ETB,3,3,1,55,True,False,False,agent_demo_09,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom apartment in Gotera, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-050,Furnished 3 Bedroom Villa for Rent – Nifas Silk-Lafto,rent,Villa,Nifas Silk-Lafto,Addis Ababa,100000,ETB,3,3,3,180,True,False,False,agent_demo_10,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom villa in Nifas Silk-Lafto, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-051,3 Bedroom Condominium for Rent – Bole,rent,Condominium,Bole,Addis Ababa,60000,ETB,3,3,3,86,False,True,False,agent_demo_01,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom condominium in Bole, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-052,4 Bedroom Serviced Apartment for Rent – Bole Atlas,rent,Serviced Apartment,Bole Atlas,Addis Ababa,75000,ETB,4,4,1,95,False,False,False,agent_demo_02,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom serviced apartment in Bole Atlas, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-053,Furnished 4 Bedroom Apartment for Rent – Bole Medhanialem,rent,Apartment,Bole Medhanialem,Addis Ababa,90000,ETB,4,4,2,108,True,False,False,agent_demo_03,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom apartment in Bole Medhanialem, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-054,Furnished 5 Bedroom Furnished Apartment for Rent – Bole Wollo Sefer,rent,Furnished Apartment,Bole Wollo Sefer,Addis Ababa,120000,ETB,5,4,3,120,True,False,False,agent_demo_04,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom furnished apartment in Bole Wollo Sefer, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-055,1 Bedroom Condominium for Rent – Kazanchis,rent,Condominium,Kazanchis,Addis Ababa,150000,ETB,1,1,1,135,False,False,False,agent_demo_05,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 1-bedroom condominium in Kazanchis, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-056,3 Bedroom Detached Duplex for Rent – Old Airport,rent,Detached Duplex,Old Airport,Addis Ababa,35000,ETB,3,3,5,650,False,False,False,agent_demo_06,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom detached duplex in Old Airport, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-057,Furnished 2 Bedroom Apartment for Rent – Megenagna,rent,Apartment,Megenagna,Addis Ababa,18000,ETB,2,2,3,165,True,False,False,agent_demo_07,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom apartment in Megenagna, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-058,Furnished 3 Bedroom Furnished Apartment for Rent – CMC,rent,Furnished Apartment,CMC,Addis Ababa,22000,ETB,3,3,1,190,True,False,False,agent_demo_08,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom furnished apartment in CMC, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-059,3 Bedroom Condominium for Rent – Summit,rent,Condominium,Summit,Addis Ababa,25000,ETB,3,3,2,220,False,False,False,agent_demo_09,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom condominium in Summit, Addis Ababa. Sample market-style record; not a verified live rental."
